CODE;LIBELLE;URL
65059;Bagnères-de-Bigorre;https://upload.wikimedia.org/wikipedia/commons/e/ea/Blason_ville_fr_Bagn%C3%A8res-de-Bigorre_%28Hautes-Pyr%C3%A9n%C3%A9es%29.svg
65440;Tarbes;https://upload.wikimedia.org/wikipedia/commons/e/e0/Blason_ville_Tarbes.svg
66049;Céret;https://upload.wikimedia.org/wikipedia/commons/3/31/Blason_de_C%C3%A9ret.svg
66136;Perpignan;https://upload.wikimedia.org/wikipedia/commons/5/5e/Arms_of_Perpignan.svg
66149;Prades;https://upload.wikimedia.org/wikipedia/commons/2/2b/Blason_ville_fr_Prades_66.svg
67180;Haguenau;https://upload.wikimedia.org/wikipedia/commons/f/fa/Blason_haguenau_67.svg
67300;Molsheim;https://upload.wikimedia.org/wikipedia/commons/9/98/Blason_Molsheim_France_Bas-Rhin.svg
67437;Saverne;https://upload.wikimedia.org/wikipedia/commons/7/73/Blason_Saverne_67.svg
67462;Sélestat;https://upload.wikimedia.org/wikipedia/commons/5/5e/Blason_ville_fr_S%C3%A9lestat_%28Alsace%29.svg
67482;Strasbourg;https://upload.wikimedia.org/wikipedia/commons/8/83/Blason_Strasbourg.svg
68004;Altkirch;https://upload.wikimedia.org/wikipedia/commons/2/20/Blason_Altkirch_France_Haut-Rhin.svg
68066;Colmar;https://upload.wikimedia.org/wikipedia/commons/f/f4/Image-Blason_Colmar_68.svg
68224;Mulhouse;https://upload.wikimedia.org/wikipedia/commons/f/f8/Blason_Mulhouse.svg
68334;Thann;https://upload.wikimedia.org/wikipedia/commons/8/8d/Blason_Thann_68.svg
69123;Lyon;https://upload.wikimedia.org/wikipedia/commons/9/90/Blason_Ville_fr_Lyon.svg
69264;Villefranche-sur-Saône;https://upload.wikimedia.org/wikipedia/commons/c/ce/Blason_ville_fr_Villefranche-sur-Sa%C3%B4ne_%28Rh%C3%B4ne%29.svg
70310;Lure;https://upload.wikimedia.org/wikipedia/commons/2/22/Blason_ville_fr_Lure_%28Haute-Sa%C3%B4ne%29.svg
70550;Vesoul;https://upload.wikimedia.org/wikipedia/commons/a/a3/Blason_Vesoul.svg
71014;Autun;https://upload.wikimedia.org/wikipedia/commons/0/05/Blason_autun.svg
71076;Chalon-sur-Saône;https://upload.wikimedia.org/wikipedia/commons/5/5a/Blason_ville_fr_Chalon-sur-Sa%C3%B4ne_%28Sa%C3%B4ne-et-Loire%29.svg
71106;Charolles;https://upload.wikimedia.org/wikipedia/commons/9/90/Blason_Charolais.svg
71263;Louhans;https://upload.wikimedia.org/wikipedia/commons/4/4f/Blason_Louhans.svg
71270;Mâcon;https://upload.wikimedia.org/wikipedia/commons/d/d0/Blason_M%C3%A2con.svg
72154;La Flèche;https://upload.wikimedia.org/wikipedia/commons/8/8a/Blason_ville_fr_La_Fl%C3%AAche_%28Sarthe%29.svg
72180;Mamers;https://upload.wikimedia.org/wikipedia/commons/d/d3/Blason_ville_fr_Mamers_%28Sarthe%29.svg
72181;Le Mans;https://upload.wikimedia.org/wikipedia/commons/6/63/Blason_de_la_ville_de_Le_Mans_%28Sarthe%29.svg
73011;Albertville;https://upload.wikimedia.org/wikipedia/commons/c/ce/Blason_ville_Fr_Albertville_%28Savoie%29.svg
73065;Chambéry;https://upload.wikimedia.org/wikipedia/commons/4/41/Blason_ville_fr_Chamb%C3%A9ry.svg
73248;Saint-Jean-de-Maurienne;https://upload.wikimedia.org/wikipedia/commons/d/d0/Blason_ville_fr_Saint-Jean-de-Maurienne_%28Savoie%29.svg
74010;Annecy;https://upload.wikimedia.org/wikipedia/commons/b/b9/Blason_d%27Annecy.svg
74042;Bonneville;https://upload.wikimedia.org/wikipedia/commons/9/90/Blason_Bonneville.svg
74243;Saint-Julien-en-Genevois;https://upload.wikimedia.org/wikipedia/commons/1/1c/CoA_fr_St-Julien-en-Genevois.svg
74281;Thonon-les-Bains;https://upload.wikimedia.org/wikipedia/commons/b/b6/Blason_Thonon-les-Bains.svg
75056;Paris;https://upload.wikimedia.org/wikipedia/commons/c/ca/Blason_paris_75.svg
76217;Dieppe;https://upload.wikimedia.org/wikipedia/commons/6/6f/Blason_Dieppe.svg
76351;Le Havre;https://upload.wikimedia.org/wikipedia/commons/c/ce/Blason_ville_fr_Le_Havre_%28Seine-Maritime%29.svg
76540;Rouen;https://upload.wikimedia.org/wikipedia/commons/0/03/Blason_Rouen_76.svg
77284;Meaux;https://upload.wikimedia.org/wikipedia/commons/8/83/Blason_ville_fr_Meaux_%28Seine-et-Marne%29.svg
77288;Melun;https://upload.wikimedia.org/wikipedia/commons/1/1e/Blason_ville_fr_Melun_%28SeineMarne%29.png
77379;Provins;https://upload.wikimedia.org/wikipedia/commons/e/e0/Blason_ville_fr_Provins.svg
77186;Fontainebleau;https://upload.wikimedia.org/wikipedia/commons/4/40/Blason_ville_fr_Fontainebleau_%28Seine-et-Marne%29.svg
77468;Torcy;https://upload.wikimedia.org/wikipedia/commons/a/a5/Blason_ville_fr_Torcy_%28Seine-et-Marne%29.svg
78361;Mantes-la-Jolie;https://upload.wikimedia.org/wikipedia/commons/c/cd/Blason_ville_fr_Mantes-la-Jolie_%28Yvelines%29.svg
78517;Rambouillet;https://upload.wikimedia.org/wikipedia/commons/6/66/Blason_ville_fr_Rambouillet_%28Yvelines%29.svg
78551;Saint-Germain-en-Laye;https://upload.wikimedia.org/wikipedia/commons/c/c6/Blason_Saint-Germain-en-Laye.svg
78646;Versailles;https://upload.wikimedia.org/wikipedia/commons/2/2b/Blason_ville_fr_Versailles_%28Yvelines%29.svg
79049;Bressuire;https://upload.wikimedia.org/wikipedia/commons/b/b1/Blason_ville_fr_Bressuire_%28Deux-S%C3%A8vres%29.svg
79191;Niort;https://upload.wikimedia.org/wikipedia/commons/b/b2/Blason_ville_fr_Niort_%28Deux-S%C3%A8vres%29.svg
79202;Parthenay;https://upload.wikimedia.org/wikipedia/commons/7/70/Blason_Parthenay.svg
80001;Abbeville;https://upload.wikimedia.org/wikipedia/commons/e/e4/Blason_ville_fr_Abbeville_%28Somme%29.svg
80021;Amiens;https://upload.wikimedia.org/wikipedia/commons/a/a9/Coat_of_arms_of_Amiens%2C_France.svg
80561;Montdidier;https://upload.wikimedia.org/wikipedia/commons/0/0b/Blason_Montdidier.svg
80620;Péronne;https://upload.wikimedia.org/wikipedia/commons/d/d1/Blason_Peronne.svg
81004;Albi;https://upload.wikimedia.org/wikipedia/commons/2/25/Blason_ville_fr_Albi_%28Tarn%29.svg
81065;Castres;https://upload.wikimedia.org/wikipedia/commons/0/09/Blason_ville_fr_Castres_%28Tarn%29.svg
82033;Castelsarrasin;https://upload.wikimedia.org/wikipedia/commons/8/87/Blason_ville_fr_Castelsarrasin_%28Tarn-et-Garonne%29.svg
82121;Montauban;https://upload.wikimedia.org/wikipedia/commons/5/53/Blason_ville_fr_Montauban_%28Tarn-et-Garonne%29.svg
83050;Draguignan;https://upload.wikimedia.org/wikipedia/commons/b/b1/Blason_Draguignan.svg
83137;Toulon;https://upload.wikimedia.org/wikipedia/commons/1/14/Blason_ville_fr_Toulon_%28Var%29.svg
83023;Brignoles;https://upload.wikimedia.org/wikipedia/commons/f/f8/Blason_Ville_fr_Brignoles%2883%29.svg
84003;Apt;https://upload.wikimedia.org/wikipedia/commons/7/75/Blason_ville_fr_Apt_%28Vaucluse%29.svg
84007;Avignon;https://upload.wikimedia.org/wikipedia/commons/f/f5/Blason_ville_fr_Avignon_%28Vaucluse%29.svg
84031;Carpentras;https://upload.wikimedia.org/wikipedia/commons/f/fb/Blason_ville_fr_Carpentras_%28Vaucluse%29.svg
85092;Fontenay-le-Comte;https://upload.wikimedia.org/wikipedia/commons/2/21/Blason_Fontenay-le-Comte.svg
85191;La Roche-sur-Yon;https://upload.wikimedia.org/wikipedia/commons/7/7e/Blason_ville_fr_La_Roche-sur-Yon_%28Vend%C3%A9e%29.svg
85194;Les Sables-d'Olonne;https://upload.wikimedia.org/wikipedia/commons/1/1a/Blason_ville_fr_Les_Sables-d%27Olonne_%28Vend%C3%A9e%29.svg
86066;Châtellerault;https://upload.wikimedia.org/wikipedia/commons/2/2a/Blason_ville_fr_Ch%C3%A2tellerault_%28Vienne%29.svg
86165;Montmorillon;https://upload.wikimedia.org/wikipedia/commons/3/39/Blason_ville_fr_Montmorillon_%28Vienne%29.svg
86194;Poitiers;https://upload.wikimedia.org/wikipedia/commons/1/17/Blason_ville_fr_Poitiers_%28Vienne%29.svg
87011;Bellac;https://upload.wikimedia.org/wikipedia/commons/2/2b/Blason_ville_fr_Bellac-1_%28Haute-Vienne%29.svg
87085;Limoges;https://upload.wikimedia.org/wikipedia/commons/e/ec/Heraldique_blason_ville_fr_Limoges.svg
87126;Rochechouart;https://upload.wikimedia.org/wikipedia/commons/c/ce/Blason-Rochechouart.svg
88160;Épinal;https://upload.wikimedia.org/wikipedia/commons/5/57/Blason_%C3%89pinal.svg
88321;Neufchâteau;https://upload.wikimedia.org/wikipedia/commons/0/04/Blason_Neufchateau.svg
88413;Saint-Dié-des-Vosges;https://upload.wikimedia.org/wikipedia/commons/1/18/Blason_ville_fr_Saint-Die-des-Vosges_%2888%29.svg
89024;Auxerre;https://upload.wikimedia.org/wikipedia/commons/d/d9/Blason_de_la_ville_de_Auxerre_%28Yonne%29.svg
89025;Avallon;https://upload.wikimedia.org/wikipedia/commons/4/41/Blason_Avallon_89.svg
89387;Sens;https://upload.wikimedia.org/wikipedia/commons/8/88/Blason_sens.svg
90010;Belfort;https://upload.wikimedia.org/wikipedia/commons/a/a8/Blason_ville_fr_Belfort_%28Territoire-de-Belfort%29.svg
91223;Étampes;https://upload.wikimedia.org/wikipedia/commons/f/fa/Blason_ville_fr_%C3%89tampes_%28Essonne%29.svg
91228;Évry-Courcouronnes;https://upload.wikimedia.org/wikipedia/commons/3/34/Blason_Evry.svg
91477;Palaiseau;https://upload.wikimedia.org/wikipedia/commons/2/2c/Blason_Palaiseau.svg
92002;Antony;https://upload.wikimedia.org/wikipedia/commons/e/e9/Blason_ville_fr_Antony_%28Hauts-de-Seine%29.svg
92050;Nanterre;https://upload.wikimedia.org/wikipedia/commons/f/fa/Blason_ville_fr_Nanterre_%28Hauts-de-Seine%29.svg
92012;Boulogne-Billancourt;https://upload.wikimedia.org/wikipedia/commons/0/0a/Blason_Commune_Boulogne-Billancourt_FR92.svg
93008;Bobigny;https://upload.wikimedia.org/wikipedia/commons/1/18/Blason_Bobigny_93.svg
93062;Le Raincy;https://upload.wikimedia.org/wikipedia/commons/b/b2/Blason_ville_fr_Le_Raincy%2893%29.svg
93066;Saint-Denis;https://upload.wikimedia.org/wikipedia/commons/c/c5/Blason_de_Saint-Denis.svg
94028;Créteil;https://upload.wikimedia.org/wikipedia/commons/4/4c/Blason_ville_fr_Cr%C3%A9teil_%28Val-de-Marne%29.svg
94052;Nogent-sur-Marne;https://upload.wikimedia.org/wikipedia/commons/6/6a/Blason_Nogent_sur_Marne_94.svg
94038;L'Haÿ-les-Roses;https://upload.wikimedia.org/wikipedia/commons/d/db/Blason_Ha%C3%BF-les-Roses_94.svg
95018;Argenteuil;https://upload.wikimedia.org/wikipedia/commons/1/16/Blason_ville_fr_Argenteuil_%28Val-d%27Oise%29.svg
95585;Sarcelles;https://upload.wikimedia.org/wikipedia/commons/c/c7/Blason_ville_fr_Sarcelles_%28Val-d%27Oise%29.svg
95500;Pontoise;https://upload.wikimedia.org/wikipedia/commons/5/51/Blason_de_Pontoise_%282%29.svg
31113;Castanet-Tolosan;https://upload.wikimedia.org/wikipedia/commons/9/98/Blason_ville_fr_Castanet-Tolosan_%28Haute-Garonne%29.svg
